Unnamed: 0,Edad,Tipo de trabajador,Nivel Educativo,Salario por hora,Estado civil,Sexo,Personas a cargo,Semanas trabajadas por año,"Buen
Desempeño"
,31,Desconocido,3 primaria,5339,Soltero,Femenino,0,20,No
,21,Independiente,Bachiller,3615,Casado,Masculino,1,52,Si
,66,Desconocido,Licenciatura,7100,Casado,Femenino,0,20,No
,53,Desconocido,Niño,4433,Soltero,Femenino,0,20,Si
,50,Privado,Bachiller,7628,Casado,Femenino,2,46,No
,31,Desconocido,7 grado,6639,Casado,Masculino,3,40,No
,56,Desconocido,3 primaria,7815,Viudo,Masculino,0,28,No
,59,Desconocido,Niño,8582,Soltero,Femenino,0,29,No
,23,Privado,Bachiller,9595,Casado,Femenino,5,52,No
,66,Desconocido,Bachiller,2208,Soltero,Masculino,0,18,No
,35,Desconocido,Niño,1271,Soltero,Masculino,0,20,No
,49,Privado,9 grado,9247,Separado,Femenino,4,52,Si
,62,Privado,Bachiller,6753,Divorciado,Femenino,3,52,Si
,31,Desconocido,9 grado,8020,Soltero,Masculino,0,32,No
,70,Privado,Bachiller,1651,Casado,Femenino,4,52,No
,38,Desconocido,9 grado,7175,Soltero,Femenino,0,26,No
,18,Privado,Universitario sin graduar,5457,Casado,Femenino,4,48,Si
,26,Independiente,Universitario sin graduar,8382,Casado,Masculino,1,52,No
,39,Privado,Bachiller,3820,Viudo,Femenino,6,52,No
,63,Desconocido,Universitario,3144,Casado,Masculino,1,52,No
,48,Privado,Universitario sin graduar,1546,Casado,Masculino,3,52,Si
,41,Independiente,Bachiller,6372,Casado,Femenino,2,52,No
,19,Desconocido,Magister,1438,Soltero,Femenino,0,19,Si
,67,Privado,Bachiller,7793,Casado,Masculino,1,52,Si
,42,Desconocido,7 grado,6234,Casado,Femenino,0,26,Si
,64,Independiente,Bachiller,8986,Casado,Femenino,1,52,No
,22,Gobierno Nacional,Licenciatura,5956,Casado,Masculino,2,52,No
,21,Desconocido,Niño,451,Soltero,Masculino,0,24,Si
,47,Gobierno local,Bachiller,5227,Casado,Masculino,4,52,Si
,22,Independiente,Técnico,3704,Casado,Masculino,1,52,Si
,59,Desconocido,Bachiller,7095,Soltero,Femenino,0,20,No
,64,Privado,10 grado,6958,Soltero,Masculino,1,52,No
,34,Desconocido,3 primaria,4428,Soltero,Femenino,0,29,No
,47,Desconocido,Niño,2546,Soltero,Masculino,0,32,Si
,41,Privado,7 grado,2247,Soltero,Masculino,1,42,Si
,27,Desconocido,Bachiller,2015,Casado,Femenino,0,25,No
,50,Desconocido,Niño,4237,Soltero,Femenino,0,24,No
,38,Independiente,Licenciatura,971,Casado,Masculino,2,52,Si
,70,Privado,Universitario sin graduar,1118,Casado,Masculino,5,44,Si
,53,Privado,Bachiller,3398,Casado,Masculino,6,52,Si
,44,Desconocido,10 grado,6154,Soltero,Femenino,0,32,No
,51,Desconocido,Niño,5932,Soltero,Femenino,0,26,No
,50,Gobierno local,Universitario,9412,Casado,Masculino,4,52,No
,28,Desconocido,10 grado,3632,Casado,Femenino,0,29,No
,47,Desconocido,Bachiller,9469,Soltero,Masculino,0,28,Si
,57,Desempleado,Bachiller,2252,Soltero,Femenino,6,52,Si
,33,Desconocido,Bachiller,5341,Casado,Masculino,0,32,No
,25,Desconocido,Niño,8184,Soltero,Femenino,0,25,No
,64,Desconocido,PhD,2194,Viudo,Masculino,0,22,Si
,35,Desconocido,Bachiller,1680,Soltero,Masculino,0,20,No
,36,Privado,Técnico,4688,Soltero,Masculino,2,50,Si
,22,Privado,Licenciatura,1300,Casado,Femenino,6,52,No
,47,Privado,9 grado,385,Soltero,Masculino,2,44,Si
,24,Independiente,5 primaria,7346,Casado,Masculino,1,47,No
,51,Desconocido,Niño,2967,Soltero,Masculino,0,20,Si
,68,Desconocido,Niño,6616,Soltero,Femenino,0,27,No
,67,Desconocido,3 primaria,4190,Soltero,Femenino,0,30,Si
,39,Privado,5 primaria,4929,Casado,Femenino,2,52,Si
,33,Desconocido,Bachiller,2816,Casado,Masculino,3,43,No
,33,Desconocido,7 grado,7163,Divorciado,Masculino,0,20,Si
,47,Desconocido,Bachiller,4824,Casado,Femenino,0,30,No
,31,Desconocido,Bachiller,1448,Soltero,Femenino,0,21,Si
,35,Privado,Bachiller,9274,Casado,Femenino,3,45,Si
,25,Gobierno local,Universitario sin graduar,5247,Soltero,Femenino,6,44,Si
,45,Desconocido,Niño,7407,Soltero,Masculino,0,18,No
,67,Mixto,Licenciatura,8612,Casado,Femenino,3,52,Si
,62,Privado,Bachiller,2481,Casado,Femenino,4,52,Si
,46,Privado,7 grado,3607,Casado,Femenino,1,46,No
,43,Desconocido,Bachiller,7070,Soltero,Masculino,0,28,Si
,32,Privado,Magister,8447,Soltero,Masculino,6,51,No
,61,Privado,Bachiller,9940,Casado,Femenino,3,52,Si
,63,Desconocido,Niño,9085,Soltero,Femenino,0,26,No
,51,Privado,Universitario sin graduar,2594,Soltero,Femenino,6,50,No
,47,Desconocido,9 grado,3915,Viudo,Femenino,0,21,Si
,28,Desconocido,7 grado,9361,Casado,Femenino,2,43,Si
,67,Privado,Bachiller,6110,Casado,Femenino,1,52,No
,49,Privado,Bachiller,7596,Casado,Femenino,1,50,No
,56,Desconocido,Niño,4065,Soltero,Masculino,0,30,Si
,57,Desconocido,Normalista,9603,Casado,Masculino,0,20,Si
,32,Privado,Licenciatura,2097,Casado,Masculino,6,52,No
,19,Privado,Bachiller,9327,Casado,Femenino,0,20,No
,33,Privado,Universitario sin graduar,7070,Soltero,Femenino,5,52,Si
,38,Privado,Universitario,6580,Casado,Masculino,6,52,Si
,39,Desconocido,Niño,6586,Soltero,Masculino,0,23,Si
,37,Privado,Universitario sin graduar,9123,Casado,Masculino,3,52,No
,32,Privado,Bachiller,4360,Casado,Femenino,1,48,Si
,65,Desconocido,Niño,9072,Soltero,Masculino,0,30,No
,34,Privado,Bachiller,1025,Casado,Femenino,1,52,No
,31,Privado,Bachiller,9790,Casado,Femenino,3,44,Si
,50,Privado,Bachiller,8280,Casado,Masculino,4,44,Si
,56,Gobierno local,Bachiller,5592,Casado,Femenino,6,52,Si
,36,Desconocido,Niño,8747,Soltero,Femenino,0,26,No
,59,Desconocido,9 grado,7347,Casado,Masculino,0,22,Si
,39,Desconocido,5 primaria,3013,Soltero,Masculino,0,28,Si
,49,Desconocido,Bachiller,6132,Casado,Femenino,0,28,Si
,39,Gobierno Nacional,Licenciatura,1751,Casado,Masculino,1,52,Si
,65,Privado,Menor de 1 primero primaria,8391,Casado,Masculino,1,52,Si
,36,Privado,Bachiller,2775,Casado,Masculino,5,52,No
,29,Desconocido,9 grado,6126,Casado,Femenino,0,20,Si
,66,Desconocido,Niño,4181,Soltero,Femenino,0,29,No
,18,Desconocido,Niño,1223,Soltero,Femenino,0,19,No
,31,Privado,Bachiller,2053,Soltero,Femenino,1,44,No
,61,Desconocido,Bachiller,4530,Casado,Femenino,0,21,No
,64,Privado,10 grado,7797,Separado,Masculino,2,52,No
,34,Privado,Magister,5461,Casado,Masculino,5,52,Si
,65,Desconocido,Bachiller,8104,Casado,Masculino,2,51,No
,30,Desconocido,Bachiller,4782,Casado,Femenino,0,20,No
,62,Desconocido,Niño,3968,Soltero,Femenino,0,22,No
,66,Desconocido,Niño,7957,Soltero,Femenino,0,25,Si
,46,Desconocido,10 grado,8920,Casado,Femenino,0,20,Si
,46,Desempleado,Licenciatura,9009,Casado,Masculino,6,52,Si
,60,Privado,Universitario sin graduar,4912,Divorciado,Femenino,1,52,No
,56,Privado,Técnico,1700,Casado,Masculino,6,52,No
,27,Desconocido,Niño,5469,Soltero,Femenino,0,21,No
,46,Independiente,Licenciatura,3083,Viudo,Masculino,1,52,No
,47,Gobierno Nacional,Técnico,9644,Casado,Masculino,1,52,No
,40,Desconocido,Licenciatura,2201,Casado,Femenino,0,29,Si
,27,Independiente,Normalista,847,Casado,Femenino,1,51,No
,66,Desconocido,Universitario,2399,Viudo,Femenino,0,30,Si
,23,Desconocido,10 grado,1293,Casado,Femenino,0,31,Si
,59,Privado,Bachiller,2555,Casado,Femenino,4,52,No
,56,Desconocido,Magister,1500,Casado,Femenino,0,31,Si
,62,Privado,Bachiller,4776,Viudo,Femenino,2,52,Si
,63,Privado,9 grado,7464,Divorciado,Masculino,4,52,Si
,60,Desconocido,Universitario sin graduar,5601,Viudo,Femenino,0,19,Si
,52,Desconocido,Niño,9166,Soltero,Femenino,0,18,No
,24,Desconocido,Niño,6335,Soltero,Masculino,0,30,Si
,67,Desconocido,Universitario sin graduar,4962,Casado,Femenino,0,20,No
,18,Gobierno Nacional,Licenciatura,1191,Casado,Femenino,2,42,Si
,20,Desconocido,Niño,2870,Soltero,Femenino,0,20,No
,64,Privado,Bachiller,3578,Casado,Femenino,3,52,No
,66,Independiente,Bachiller,9888,Divorciado,Femenino,1,52,Si
,52,Desconocido,Universitario sin graduar,6789,Soltero,Masculino,2,42,Si
,28,Desconocido,Niño,5300,Soltero,Masculino,0,25,No
,27,Privado,9 grado,9284,Soltero,Femenino,6,52,Si
,20,Desconocido,Bachiller,1960,Casado,Femenino,0,29,No
,43,Desconocido,Niño,3092,Soltero,Femenino,0,26,Si
,27,Desconocido,Universitario sin graduar,9058,Divorciado,Femenino,0,26,Si
,70,Independiente,Bachiller,6398,Casado,Femenino,2,52,No
,35,Gobierno local,10 grado,7845,Casado,Femenino,6,52,No
,29,Desconocido,Niño,4797,Soltero,Masculino,0,24,No
,61,Desconocido,Niño,1532,Soltero,Masculino,0,20,No
,37,Desconocido,Bachiller,9723,Soltero,Masculino,0,24,Si
,43,Desconocido,Niño,7238,Soltero,Femenino,0,20,No
,53,Privado,Bachiller,2474,Casado,Masculino,6,52,No
,32,Privado,Bachiller,9745,Soltero,Femenino,6,52,No
,36,Privado,Bachiller,3280,Casado,Masculino,5,52,Si
,45,Desconocido,Niño,4288,Soltero,Masculino,0,25,Si
,35,Desconocido,Niño,9342,Soltero,Masculino,0,23,Si
,28,Desconocido,Niño,2596,Soltero,Masculino,0,27,Si
,57,Privado,Licenciatura,905,Casado,Femenino,5,52,Si
,54,Desconocido,Niño,1798,Soltero,Femenino,0,21,No
,51,Desconocido,Licenciatura,529,Soltero,Femenino,0,26,Si
,70,Desconocido,Universitario sin graduar,4509,Casado,Femenino,0,29,No
,52,Desconocido,Universitario sin graduar,7230,Viudo,Femenino,0,20,Si
,21,Desconocido,Niño,1663,Soltero,Femenino,0,18,No
,34,Desconocido,Niño,8301,Soltero,Masculino,0,18,Si
,32,Desconocido,Niño,443,Soltero,Femenino,0,26,No
,53,Independiente,Universitario sin graduar,5915,Casado,Masculino,1,52,No
,66,Desconocido,Menor de 1 primero primaria,653,Viudo,Femenino,0,22,Si
,70,Desconocido,Niño,156,Soltero,Masculino,0,23,No
,27,Desconocido,Niño,8460,Soltero,Masculino,0,30,No
,59,Desconocido,7 grado,1560,Soltero,Masculino,0,21,Si
,19,Privado,Universitario sin graduar,2052,Casado,Masculino,6,52,No
,68,Desconocido,9 grado,7020,Soltero,Femenino,0,25,No
,32,Desconocido,3 primaria,9507,Soltero,Femenino,0,18,No
,66,Desconocido,Niño,8184,Soltero,Femenino,0,30,No
,38,Privado,Universitario sin graduar,5955,Casado,Femenino,5,52,Si
,65,Mixto,Bachiller,612,Casado,Masculino,1,52,No
,39,Desconocido,Universitario sin graduar,8099,Casado,Masculino,0,18,No
,41,Desconocido,Bachiller,110,Casado,Femenino,0,32,Si
,62,Privado,Universitario,9977,Soltero,Masculino,6,52,No
,35,Privado,Universitario sin graduar,8957,Soltero,Femenino,6,51,No
,58,Desconocido,Niño,9809,Soltero,Femenino,0,30,Si
,45,Desconocido,Universitario,4640,Casado,Femenino,0,20,Si
,45,Desconocido,Universitario sin graduar,3100,Viudo,Femenino,0,30,Si
,28,Privado,Bachiller,5137,Casado,Masculino,6,52,No
,19,Desconocido,Niño,943,Soltero,Femenino,0,29,No
,49,Privado,Bachiller,9829,Casado,Masculino,6,52,Si
,26,Desconocido,Niño,1827,Soltero,Masculino,0,18,Si
,60,Desconocido,Niño,8424,Soltero,Masculino,0,27,No
,18,Gobierno local,10 grado,1838,Divorciado,Femenino,6,52,Si
,57,Desconocido,Bachiller,6033,Casado,Femenino,0,18,No
,26,Privado,Licenciatura,4339,Casado,Masculino,6,52,No
,26,Desconocido,Universitario sin graduar,1382,Casado,Femenino,0,29,No
,49,Desconocido,Niño,5398,Soltero,Masculino,0,21,Si
,27,Desconocido,Niño,3932,Soltero,Femenino,0,20,No
,53,Desconocido,Niño,1293,Soltero,Femenino,0,18,Si
,27,Privado,Licenciatura,5533,Casado,Masculino,3,52,No
,22,Desconocido,Niño,144,Soltero,Masculino,0,32,Si
,19,Privado,Universitario sin graduar,5523,Casado,Femenino,3,52,Si
,55,Privado,Magister,2704,Casado,Masculino,3,52,Si
,37,Desconocido,Bachiller,7665,Soltero,Femenino,1,45,No
,19,Desconocido,7 grado,7198,Casado,Femenino,0,26,No
,38,Desconocido,Menor de 1 primero primaria,6815,Casado,Masculino,0,21,Si
,61,Desconocido,Niño,5604,Soltero,Masculino,0,22,No
,59,Privado,Universitario sin graduar,3029,Casado,Femenino,4,52,Si
,32,Desconocido,10 grado,9422,Soltero,Femenino,0,18,Si
,70,Privado,Universitario sin graduar,7872,Soltero,Femenino,6,52,No
,37,Desconocido,Universitario sin graduar,382,Casado,Femenino,0,24,Si
,69,Desconocido,Niño,2856,Soltero,Femenino,0,28,Si
,59,Desconocido,Menor de 1 primero primaria,1043,Soltero,Masculino,0,26,No
,31,Privado,3 primaria,2298,Casado,Masculino,3,50,Si
,21,Privado,Bachiller,7491,Casado,Masculino,3,52,No
,38,Privado,10 grado,2567,Soltero,Masculino,2,42,No
,41,Desconocido,Niño,9767,Soltero,Masculino,0,29,Si
,64,Privado,Bachiller,3919,Casado,Femenino,3,52,No
,44,Desconocido,Niño,7831,Soltero,Femenino,0,24,No
,31,Privado,Técnico,6460,Casado,Masculino,2,52,Si
,24,Privado,Licenciatura,5504,Casado,Masculino,6,52,No
,66,Desconocido,Niño,4636,Soltero,Masculino,0,30,No
,18,Privado,Bachiller,3802,Divorciado,Femenino,0,20,Si
,24,Privado,Universitario sin graduar,510,Soltero,Masculino,6,52,No
,64,Desconocido,Universitario sin graduar,205,Divorciado,Femenino,2,42,No
,57,Privado,Universitario sin graduar,2804,Casado,Femenino,1,52,No
,63,Gobierno Nacional,Universitario sin graduar,577,Soltero,Femenino,6,51,No
,57,Desconocido,Niño,7553,Soltero,Masculino,0,20,No
,44,Desconocido,Niño,4213,Soltero,Femenino,0,27,No
,56,Privado,9 grado,5955,Casado,Masculino,0,29,Si
,27,Privado,Bachiller,9038,Divorciado,Femenino,2,52,Si
,63,Desconocido,Niño,3956,Soltero,Femenino,0,25,No
,50,Desconocido,Niño,4419,Soltero,Masculino,0,20,Si
,23,Desconocido,Licenciatura,7755,Casado,Femenino,0,32,Si
,55,Desconocido,Bachiller,7948,Viudo,Femenino,0,29,No
,31,Desempleado,Universitario,2000,Casado,Femenino,6,52,No
,55,Privado,Bachiller,9272,Casado,Femenino,2,48,No
,27,Privado,Bachiller,7520,Casado,Femenino,6,52,No
,22,Independiente,Universitario,7778,Casado,Femenino,1,52,Si
,65,Desconocido,Niño,5852,Soltero,Femenino,0,18,No
,37,Gobierno local,Bachiller,4781,Casado,Masculino,4,52,Si
,39,Desconocido,Bachiller,3043,Separado,Femenino,6,45,No
,31,Desconocido,Niño,5378,Soltero,Femenino,0,26,Si
,66,Desconocido,Bachiller,5982,Casado,Femenino,0,19,No
,25,Desconocido,Niño,1503,Soltero,Femenino,0,26,Si
,21,Desconocido,Niño,801,Soltero,Femenino,0,28,Si
,42,Privado,Técnico,969,Separado,Femenino,6,52,No
,68,Desconocido,Bachiller,4744,Casado,Femenino,0,30,Si
,68,Desconocido,Niño,7317,Soltero,Femenino,0,24,Si
,57,Gobierno local,Bachiller,745,Casado,Masculino,4,52,Si
,65,Privado,Licenciatura,4514,Casado,Femenino,5,52,Si
,62,Desconocido,Universitario sin graduar,3870,Casado,Masculino,0,25,No
,51,Independiente,Bachiller,9024,Casado,Femenino,1,49,Si
,48,Desconocido,Bachiller,2860,Casado,Femenino,0,25,Si
,39,Desconocido,Niño,7189,Soltero,Masculino,0,30,No
,22,Desconocido,Niño,7007,Soltero,Femenino,0,21,Si
,23,Privado,Universitario sin graduar,7008,Casado,Masculino,2,52,Si
,41,Desconocido,3 primaria,2993,Soltero,Femenino,0,31,No
,45,Desconocido,Universitario sin graduar,807,Casado,Femenino,0,26,Si
,41,Desconocido,Niño,7500,Soltero,Masculino,0,23,Si
,21,Desconocido,Bachiller,1351,Casado,Femenino,0,29,Si
,51,Desconocido,Bachiller,7198,Viudo,Femenino,0,17,Si
,34,Desconocido,Universitario sin graduar,9897,Casado,Femenino,0,32,Si
,59,Independiente,Universitario sin graduar,3528,Divorciado,Masculino,4,52,Si
,36,Privado,Bachiller,1800,Casado,Masculino,4,52,Si
,45,Privado,3 primaria,8046,Soltero,Masculino,3,52,No
,36,Independiente,Normalista,96,Casado,Masculino,1,52,Si
,52,Privado,Bachiller,2061,Casado,Masculino,6,52,Si
,54,Desconocido,9 grado,6394,Soltero,Femenino,3,43,Si
,55,Privado,Bachiller,2312,Casado,Femenino,3,52,No
,42,Privado,Bachiller,7066,Casado,Femenino,1,50,Si
,27,Privado,5 primaria,4992,Soltero,Masculino,1,52,No
,57,Independiente,Técnico,893,Casado,Masculino,1,52,Si
,62,Privado,Licenciatura,3359,Casado,Masculino,6,52,Si
,32,Desconocido,Niño,4082,Soltero,Masculino,0,24,Si
,26,Privado,Magister,1200,Soltero,Femenino,2,43,Si
,38,Privado,Bachiller,91,Casado,Masculino,4,52,No
,45,Gobierno Nacional,Universitario,1365,Casado,Femenino,1,48,Si
,66,Desconocido,3 primaria,1036,Soltero,Femenino,0,26,Si
,33,Desconocido,Licenciatura,6965,Casado,Masculino,0,30,No
,36,Desconocido,Bachiller,5767,Viudo,Femenino,0,24,No
,38,Privado,Universitario sin graduar,6384,Divorciado,Femenino,4,52,No
,53,Desconocido,Técnico,1949,Casado,Masculino,0,21,Si
,41,Privado,3 primaria,367,Divorciado,Femenino,2,52,Si
,22,Privado,Licenciatura,3770,Casado,Masculino,6,52,Si
,56,Privado,10 grado,6948,Casado,Masculino,6,52,Si
,28,Privado,Bachiller,5171,Soltero,Femenino,6,52,Si
,20,Gobierno local,Licenciatura,8246,Casado,Femenino,6,52,No
,50,Desconocido,Niño,9737,Soltero,Femenino,0,32,No
,30,Desconocido,3 primaria,9611,Soltero,Masculino,1,42,Si
,51,Desconocido,Niño,1413,Soltero,Femenino,0,29,Si
,67,Gobierno local,Bachiller,4682,Casado,Femenino,6,52,No
,38,Desconocido,Niño,4121,Soltero,Femenino,0,25,Si
,35,Desconocido,Niño,3736,Soltero,Masculino,0,26,Si
,49,Privado,Técnico,2291,Soltero,Masculino,5,48,Si
,50,Desconocido,Bachiller,5124,Casado,Masculino,0,28,No
,21,Privado,Bachiller,3850,Soltero,Femenino,4,49,No
,18,Privado,Magister,6454,Casado,Femenino,3,52,No
,35,Privado,Universitario sin graduar,5563,Casado,Masculino,6,52,No
,55,Privado,5 primaria,9819,Soltero,Masculino,4,51,No
,41,Desconocido,7 grado,9093,Viudo,Masculino,0,19,Si
,47,Desconocido,9 grado,6339,Soltero,Masculino,3,42,No
,34,Desconocido,Niño,6663,Soltero,Masculino,0,28,No
,55,Mixto,PhD,6717,Casado,Femenino,1,46,No
,44,Mixto,Universitario sin graduar,2187,Casado,Masculino,1,52,No
,42,Privado,Magister,2883,Viudo,Femenino,3,52,No
,19,Desconocido,Niño,9884,Soltero,Femenino,0,23,Si
,41,Desconocido,Niño,3814,Soltero,Masculino,0,25,Si
,33,Desconocido,10 grado,9347,Soltero,Femenino,0,26,No
,22,Privado,Bachiller,600,Soltero,Masculino,3,52,Si
,25,Desempleado,Universitario sin graduar,4356,Casado,Femenino,0,24,No
,44,Privado,Universitario sin graduar,8133,Soltero,Femenino,1,46,No
,26,Privado,Licenciatura,2992,Casado,Femenino,6,52,No
,57,Privado,Universitario sin graduar,1976,Soltero,Femenino,3,52,Si
,59,Desconocido,7 grado,8139,Viudo,Femenino,0,24,No
,68,Privado,Licenciatura,5034,Casado,Masculino,4,52,No
,49,Privado,Técnico,1137,Casado,Masculino,4,52,No
,66,Desconocido,Niño,5995,Soltero,Masculino,0,25,Si
,31,Desconocido,Bachiller,958,Casado,Masculino,0,26,No
,22,Desconocido,Niño,3752,Soltero,Masculino,0,29,No
,40,Privado,Magister,3761,Divorciado,Femenino,6,52,No
,38,Privado,Licenciatura,1967,Soltero,Masculino,5,52,Si
,60,Independiente,Bachiller,8194,Casado,Masculino,1,52,No
,30,Gobierno Nacional,Universitario sin graduar,2483,Soltero,Masculino,1,52,No
,64,Privado,Bachiller,7972,Cónyuge ausente,Masculino,2,51,No
,63,Desconocido,Niño,9559,Soltero,Femenino,0,20,Si
,19,Privado,Bachiller,1998,Casado,Masculino,3,52,No
,38,Desempleado,Bachiller,2500,Casado,Masculino,6,52,Si
,56,Desempleado,Universitario,2833,Casado,Femenino,6,52,No
,31,Privado,9 grado,3894,Soltero,Femenino,5,46,No
,59,Desconocido,Niño,673,Soltero,Masculino,0,32,No
,22,Desconocido,Universitario,5065,Casado,Masculino,0,24,No
,41,Desconocido,Niño,8156,Soltero,Masculino,0,28,Si
,28,Gobierno local,10 grado,3297,Divorciado,Femenino,6,50,No
,34,Desconocido,Universitario sin graduar,4760,Casado,Femenino,0,33,Si
,23,Desconocido,Niño,4326,Soltero,Femenino,0,26,Si
,44,Privado,Bachiller,7762,Divorciado,Femenino,5,52,No
,41,Desconocido,Universitario sin graduar,1192,Casado,Femenino,6,42,No
,33,Privado,Bachiller,9878,Casado,Masculino,6,52,Si
,41,Privado,Magister,2975,Soltero,Masculino,2,52,Si
,59,Desconocido,Universitario sin graduar,8356,Casado,Femenino,0,20,Si
,24,Gobierno local,Licenciatura,1647,Casado,Femenino,6,52,Si
,20,Desconocido,Niño,8982,Soltero,Femenino,0,30,No
,38,Privado,Bachiller,4652,Soltero,Masculino,0,20,No
,48,Desconocido,Niño,7069,Soltero,Masculino,0,17,No
,50,Desconocido,Niño,7202,Soltero,Masculino,0,25,No
,35,Desconocido,Niño,3890,Soltero,Femenino,0,20,No
,48,Desconocido,Niño,4063,Soltero,Masculino,0,21,No
,51,Privado,Bachiller,9694,Divorciado,Masculino,2,49,Si
,68,Desconocido,Niño,8739,Soltero,Masculino,0,24,Si
,45,Privado,Bachiller,7655,Divorciado,Femenino,4,52,Si
,23,Privado,Licenciatura,2100,Casado,Femenino,6,52,Si
,31,Desconocido,Licenciatura,424,Divorciado,Masculino,0,22,No
,70,Independiente,Bachiller,5200,Casado,Femenino,1,52,No
,45,Privado,Bachiller,3930,Casado,Masculino,2,52,Si
,70,Desconocido,Universitario sin graduar,8370,Viudo,Femenino,0,25,No
,38,Privado,Bachiller,5560,Separado,Masculino,4,52,No
,37,Desconocido,Bachiller,1788,Divorciado,Masculino,0,29,No
,19,Privado,Magister,3718,Soltero,Masculino,2,52,Si
,38,Desconocido,Niño,3597,Soltero,Masculino,0,27,No
,60,Desempleado,Universitario sin graduar,700,Casado,Masculino,6,52,Si
,22,Desconocido,3 primaria,1913,Viudo,Femenino,0,30,Si
,44,Gobierno Nacional,Universitario sin graduar,686,Casado,Masculino,6,52,No
,31,Privado,5 primaria,9347,Soltero,Femenino,1,42,Si
,44,Independiente,Universitario sin graduar,1531,Divorciado,Femenino,1,52,No
,18,Desconocido,Niño,580,Soltero,Femenino,0,26,No
,44,Desconocido,Universitario,550,Casado,Masculino,6,52,Si
,38,Desconocido,Bachiller,8388,Casado,Masculino,0,28,Si
,31,Desconocido,Bachiller,8582,Casado,Masculino,0,28,Si
,57,Independiente,10 grado,2911,Casado,Masculino,1,52,No
,49,Desconocido,Niño,6944,Soltero,Femenino,0,26,Si
,49,Desconocido,Niño,8164,Soltero,Masculino,0,28,No
,26,Privado,Bachiller,1146,Casado,Femenino,6,52,Si
,34,Mixto,Normalista,5973,Casado,Masculino,1,52,Si
,52,Desconocido,Bachiller,8600,Casado,Femenino,0,21,No
,35,Desconocido,Bachiller,3843,Casado,Femenino,0,27,No
,61,Desconocido,Niño,1838,Soltero,Masculino,0,26,Si
,31,Privado,3 primaria,8570,Soltero,Masculino,3,43,Si
,60,Desconocido,Bachiller,7713,Viudo,Femenino,0,29,Si
,39,Desconocido,Universitario sin graduar,3865,Soltero,Masculino,2,42,No
,45,Desconocido,9 grado,1406,Viudo,Femenino,0,20,No
,64,Gobierno Nacional,Magister,1004,Casado,Femenino,6,52,No
,68,Desconocido,Niño,4997,Soltero,Masculino,0,31,Si
,57,Privado,PhD,5172,Casado,Masculino,6,52,Si
,63,Privado,Bachiller,1410,Casado,Masculino,2,42,Si
,27,Desconocido,Niño,4528,Soltero,Masculino,0,26,Si
,44,Desconocido,Niño,4084,Soltero,Femenino,0,27,Si
,56,Desconocido,Niño,6834,Soltero,Masculino,0,29,Si
,34,Privado,Licenciatura,1600,Soltero,Femenino,3,52,Si
,58,Privado,Bachiller,1216,Casado,Femenino,1,52,No
,67,Desconocido,Niño,6669,Soltero,Masculino,0,20,No
,66,Desconocido,Niño,7754,Soltero,Femenino,0,20,Si
,69,Privado,Universitario,925,Casado,Femenino,5,52,No
,65,Gobierno local,Magister,1200,Casado,Femenino,6,52,Si
,27,Privado,Técnico,1416,Divorciado,Femenino,2,40,Si
,63,Desconocido,Bachiller,7599,Viudo,Femenino,0,26,No
,23,Desconocido,7 grado,6198,Viudo,Femenino,0,30,Si
,57,Desconocido,Universitario sin graduar,6373,Soltero,Femenino,4,42,No
,51,Gobierno local,Bachiller,1171,Casado,Masculino,4,52,No
,35,Privado,Bachiller,1300,Casado,Masculino,5,52,Si
,31,Desconocido,Bachiller,4552,Viudo,Femenino,0,21,Si
,19,Desconocido,Niño,1179,Soltero,Femenino,0,26,Si
,45,Privado,Bachiller,2632,Soltero,Masculino,2,47,No
,44,Independiente,Universitario,6430,Soltero,Femenino,1,52,No
,45,Desconocido,Universitario sin graduar,956,Casado,Masculino,6,52,Si
,28,Privado,Universitario sin graduar,8800,Casado,Femenino,6,51,No
,57,Desconocido,Magister,7885,Divorciado,Femenino,0,17,Si
,39,Desconocido,Universitario sin graduar,1252,Casado,Femenino,0,33,Si
,50,Desconocido,3 primaria,7731,Soltero,Femenino,0,33,Si
,53,Privado,Universitario sin graduar,4764,Soltero,Masculino,3,50,Si
,64,Privado,Universitario,8658,Soltero,Masculino,2,51,Si
,58,Desconocido,Niño,2594,Soltero,Femenino,0,25,No
,65,Desconocido,Niño,2498,Soltero,Masculino,0,27,No
,62,Privado,Universitario sin graduar,2314,Casado,Femenino,6,48,No
,69,Privado,Universitario sin graduar,4062,Casado,Femenino,6,52,No
,48,Desconocido,Bachiller,1240,Casado,Femenino,0,19,No
,70,Desconocido,5 primaria,3850,Viudo,Femenino,0,29,Si
,42,Desconocido,Niño,6881,Soltero,Masculino,0,27,Si
,19,Desconocido,Niño,4116,Soltero,Masculino,0,26,Si
,52,Desconocido,7 grado,1797,Soltero,Masculino,0,26,No
,27,Desconocido,Bachiller,2241,Casado,Femenino,0,30,No
,36,Gobierno local,Magister,5513,Soltero,Femenino,6,52,Si
,37,Desconocido,Niño,6820,Soltero,Masculino,0,30,Si
,65,Desconocido,Niño,6106,Soltero,Masculino,0,24,No
,45,Desconocido,Niño,9809,Soltero,Masculino,0,25,Si
,22,Desconocido,Bachiller,5508,Casado,Masculino,0,17,Si
,49,Privado,Bachiller,8678,Separado,Masculino,6,52,Si
,57,Desconocido,Niño,434,Soltero,Femenino,0,33,No
